B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
34.0,182.0,Dagestan Russia,2365,"Coconut Creek, Florida USA",Sultan Aliev,77.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,180.0,Magadan Russia,2366,Moscow Russia,Konstantin Erokhin,104.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,"Seattle, Washington USA",2378,Athens Greece,Anthony Christodoulou,70.0,KO/TKO,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,180.0,Veliko Turnovo Bulgaria,1538,Veliko Turnovo Bulgaria,Stanislav Nedkov,93.0,SUB,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,187.0,"Reno, Nevada USA",503,"Tempe, Arizona USA",Ryan Bader,93.0,DEC,blue,0.0,0.0,0.0,10.0,6.0,7.0,5.0,14.0,12.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,10.0,9.0,14.0,12.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,5.0,25.0,8.0,3.0,1.0,4.0,2.0,33.0,12.0,3.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,9.0,34.0,26.0,35.0,14.0,51.0,24.0,3.0,1.0,0.0,,,13.0,11.0,16.0,14.0,23.0,13.0,55.0,30.0,81.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,Dublin Ireland,2421,Dublin Ireland,Paul Redmond,65.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,177.0,Kurdistan,2373,Turku Finland,Makwan Amirkhani,65.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,172.0,"Spokane, Washington United States",1978,"Spokane, Washington United States",Sam Sicilia,65.0,KO/TKO,blue,0.0,0.0,0.0,3.0,1.0,19.0,12.0,21.0,14.0,6.0,5.0,8.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,10.0,15.0,11.0,2.0,0.0,5.0,4.0,13.0,7.0,0.0,0.0,16.0,5.0,110.0,21.0,2.0,1.0,17.0,14.0,140.0,42.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,9.0,4.0,8.0,4.0,15.0,11.0,126.0,30.0,132.0,36.0,5.0,2.0,0.0,3.0,3.0,17.0,14.0,14.0,11.0,36.0,19.0,162.0,56.0,170.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,170.0,"Ventura, California USA",2220,"Ventura, California USA",Chris Beal,61.0,DEC,red,0.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,7.0,5.0,0.0,0.0,2.0,1.0,4.0,3.0,9.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,21.0,53.0,16.0,2.0,2.0,2.0,2.0,55.0,18.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,2.0,4.0,2.0,63.0,23.0,63.0,23.0,5.0,3.0,0.0,,,2.0,2.0,2.0,2.0,67.0,27.0,68.0,26.0,68.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,190.0,"Las Vegas, Nevada USA",377,"Las Vegas, Nevada USA",Frank Mir,119.0,KO/TKO,blue,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,,9.0,2.0,11.0,1.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,185.0,"Valparaiso, Indiana USA",2244,"Lake Station, Indiana USA",Josh Shockley,70.0,DEC,red,0.0,1.0,1.0,0.0,0.0,5.0,3.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,6.0,2.0,12.0,7.0,0.0,0.0,0.0,,,1.0,1.0,2.0,2.0,0.0,0.0,12.0,6.0,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,185.0,"Anaheim, California United States",2204,"Corona, California United States",Sean Strickland,77.0,DEC,red,0.0,1.0,1.0,2.0,1.0,6.0,2.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,53.0,13.0,0.0,0.0,17.0,11.0,76.0,26.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,21.0,15.0,72.0,26.0,76.0,30.0,0.0,0.0,0.0,,,17.0,11.0,17.0,11.0,0.0,0.0,95.0,39.0,99.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,177.0,"Manaus, Amazonas Brazil",915,"Manaus, Amazonas Brazil",Adriano Martins,70.0,DEC,blue,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,58.0,27.0,47.0,20.0,2.0,2.0,2.0,2.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0,20.0,51.0,21.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,63.0,28.0,53.0,22.0,54.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,177.0,"St. Louis, Missouri United States",1711,"Boca Raton, Florida United States",Michael Johnson,65.0,DEC,blue,0.0,0.0,0.0,2.0,0.0,10.0,5.0,10.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,9.0,7.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,23.0,4.0,0.0,0.0,0.0,11.0,9.0,11.0,9.0,,,0.0,0.0,43.0,18.0,44.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,167.0,"Phoenix, Arizona United States",2304,"Scottsdale, Arizona United States",Frankie Saenz,61.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,177.0,"Blackwell, Oklahoma USA",2192,"Visalia, California USA",Cody Gibson,61.0,DEC,red,0.0,2.0,0.0,3.0,1.0,16.0,10.0,22.0,16.0,10.0,8.0,16.0,10.0,0.0,0.0,5.0,4.0,8.0,6.0,26.0,18.0,38.0,28.0,4.0,3.0,5.0,2.0,6.0,2.0,7.0,0.0,74.0,32.0,71.0,18.0,1.0,1.0,3.0,2.0,80.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,88.0,28.0,94.0,32.0,19.0,10.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,107.0,60.0,107.0,40.0,121.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,167.0,"Tulare, California United States",2376,"Visalia, California United States",Marion Reneau,61.0,SUB,blue,0.0,0.0,0.0,0.0,0.0,10.0,7.0,10.0,7.0,8.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,11.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,44.0,17.0,0.0,0.0,4.0,4.0,50.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,19.0,47.0,19.0,0.0,0.0,0.0,,,4.0,4.0,4.0,4.0,0.0,0.0,61.0,30.0,61.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,193.0,"New Westminster, BC Canada",2323,"Kelowna, BC Canada",Matt Dwyer,77.0,KO/TKO,blue,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,180.0,"San Diego, California United States",2230,"Glendale, Arizona United States",Mike de la Torre,65.0,KO/TKO,blue,0.0,1.0,0.0,2.0,1.0,9.0,8.0,26.0,25.0,6.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,60.0,54.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,54.0,12.0,0.0,0.0,1.0,1.0,58.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,64.0,20.0,94.0,46.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,74.0,29.0,121.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,172.0,Rio de Janeiro Brazil,532,Rio de Janeiro Brazil,Rafael dos Anjos,77.0,DEC,blue,0.0,4.0,2.0,1.0,1.0,27.0,16.0,34.0,23.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,4.0,19.0,16.0,9.0,7.0,6.0,4.0,25.0,14.0,7.0,1.0,65.0,22.0,78.0,27.0,16.0,14.0,15.0,13.0,118.0,54.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,19.0,13.0,19.0,12.0,40.0,31.0,101.0,41.0,127.0,65.0,35.0,24.0,0.0,,,16.0,13.0,16.0,13.0,114.0,60.0,144.0,70.0,177.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,193.0,Hounslow England,808,Amsterdam The Netherlands,Alistair Overeem,120.0,DEC,blue,0.0,0.0,0.0,3.0,1.0,23.0,22.0,27.0,26.0,9.0,9.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,10.0,10.0,12.0,12.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,5.0,3.0,11.0,8.0,2.0,2.0,11.0,10.0,28.0,24.0,8.0,7.0,35.0,26.0,0.0,0.0,2.0,2.0,19.0,14.0,43.0,33.0,70.0,58.0,47.0,35.0,70.0,56.0,8.0,8.0,0.0,2.0,2.0,11.0,10.0,11.0,10.0,47.0,35.0,81.0,67.0,110.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,162.0,"Los Angeles, California United States",2299,"Phoenix, Arizona United States",Henry Cejudo,56.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,10.0,7.0,11.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,7.0,4.0,3.0,2.0,8.0,5.0,1.0,0.0,24.0,14.0,22.0,10.0,4.0,4.0,4.0,4.0,34.0,19.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,1.0,7.0,5.0,8.0,3.0,10.0,5.0,30.0,13.0,31.0,14.0,14.0,10.0,1.0,,,4.0,4.0,5.0,5.0,34.0,21.0,44.0,24.0,47.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,165.0,"San Diego, California USA",2134,"Dallas, Texas USA",Ryan Benoit,56.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,182.0,"Xenia, Ohio USA",432,"Denver, Colorado USA",Matt Brown,77.0,DEC,red,0.0,1.0,0.0,5.0,4.0,16.0,13.0,17.0,14.0,11.0,9.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,43.0,35.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,49.0,18.0,0.0,0.0,5.0,2.0,57.0,22.0,2.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,12.0,9.0,85.0,45.0,89.0,49.0,0.0,0.0,0.0,,,5.0,2.0,6.0,3.0,0.0,0.0,106.0,60.0,112.0,66.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,17.0,0.0,0.0,5.0,5.0,19.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,34.0,69.0
31.0,167.0,Olsztyn Poland,2280,Olsztyn Poland,Joanna Jedrzejczyk,52.0,KO/TKO,blue,0.0,1.0,0.0,0.0,0.0,10.0,7.0,16.0,13.0,8.0,8.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,16.0,16.0,1.0,1.0,5.0,3.0,6.0,3.0,1.0,0.0,65.0,19.0,55.0,8.0,1.0,1.0,1.0,1.0,62.0,12.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,6.0,64.0,14.0,68.0,18.0,13.0,12.0,1.0,,,2.0,1.0,4.0,3.0,81.0,33.0,76.0,22.0,88.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,175.0,"London, Ontario Canada",520,"London, Ontario Canada",Sam Stout,70.0,KO/TKO,red,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,,,4.0,4.0,4.0,4.0,0.0,0.0,8.0,5.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,177.0,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70.0,SUB,blue,0.0,1.0,1.0,3.0,2.0,28.0,15.0,30.0,17.0,13.0,7.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,18.0,10.0,26.0,18.0,9.0,5.0,1.0,1.0,15.0,8.0,1.0,0.0,23.0,6.0,61.0,15.0,3.0,1.0,8.0,3.0,84.0,26.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,13.0,8.0,75.0,23.0,83.0,30.0,17.0,9.0,1.0,0.0,0.0,9.0,4.0,10.0,5.0,27.0,8.0,112.0,42.0,123.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,190.0,"Corpus Christi, Texas USA",2252,"Corpus Christi, Texas USA",Roger Narvaez,84.0,KO/TKO,red,0.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,4.0,5.0,5.0,2.0,0.0,21.0,7.0,42.0,9.0,5.0,4.0,6.0,3.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,9.0,43.0,10.0,11.0,6.0,0.0,,,6.0,3.0,6.0,3.0,27.0,11.0,53.0,17.0,54.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,177.0,Donegal Ireland,2426,Donegal Ireland,Joe Duffy,70.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,175.0,Utrecht The Netherlands,1744,Utrecht The Netherlands,Germaine de Randamie,61.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,190.0,"Santa Cruz, California United States",1294,"Santa Cruz, California United States",Luke Rockhold,84.0,SUB,blue,0.0,0.0,3.0,0.0,0.0,24.0,19.0,24.0,19.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,1.0,1.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,3.0,3.0,44.0,20.0,8.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,10.0,9.0,11.0,10.0,11.0,10.0,29.0,8.0,29.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,10.0,9.0,60.0,34.0,60.0,34.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,7.0,11.0,10.0,6.0,5.0,1.0,0.0,5.0,3.0,6.0,3.0,42.0,24.0,30.0
24.0,162.0,"Newberg, Oregon United States",2305,"Portland, Oregon United States",Paige VanZant,56.0,DEC,blue,1.0,1.0,3.0,2.0,0.0,2.0,1.0,6.0,5.0,2.0,1.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.0,50.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,5.0,3.0,0.0,0.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,40.0,24.0,47.0,25.0,81.0,53.0,0.0,0.0,0.0,,,2.0,2.0,8.0,8.0,0.0,0.0,51.0,28.0,95.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,177.0,Goetapeh Iran,2168,"Yorba Linda, California United States",Beneil Dariush,70.0,DEC,blue,0.0,1.0,2.0,4.0,3.0,37.0,23.0,40.0,26.0,14.0,8.0,6.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,21.0,11.0,29.0,19.0,9.0,5.0,1.0,1.0,23.0,15.0,1.0,0.0,23.0,6.0,81.0,19.0,3.0,1.0,11.0,6.0,115.0,40.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,22.0,16.0,104.0,33.0,113.0,41.0,17.0,9.0,1.0,0.0,0.0,12.0,7.0,13.0,8.0,27.0,8.0,153.0,63.0,166.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,170.0,"Long Island, New York United States",2177,"Uniondale, New York United States",Aljamain Sterling,61.0,SUB,blue,0.0,1.0,0.0,3.0,2.0,23.0,17.0,32.0,26.0,13.0,11.0,11.0,5.0,4.0,3.0,20.0,16.0,3.0,1.0,28.0,19.0,50.0,41.0,13.0,5.0,0.0,0.0,8.0,4.0,14.0,4.0,9.0,1.0,25.0,3.0,4.0,2.0,5.0,2.0,38.0,9.0,2.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,7.0,19.0,18.0,42.0,13.0,54.0,25.0,59.0,33.0,0.0,16.0,13.0,9.0,5.0,5.0,4.0,48.0,37.0,74.0,35.0,107.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
